1ey0,10000,10,1,7579,1,0.571139792
1ey0,10000,10,0.95,5058,1,0.581298917
1ey0,10000,10,0.9,4457,1,0.568962836
1ey0,10000,10,0.85,4003,1,0.588814596
1ey0,10000,10,0.8,3580,1,0.591769035
1ey0,10000,10,0.75,3161,1,0.584538434
1ey0,10000,10,0.7,2695,1,0.578292645
1ey0,10000,5,1,7579,1,0.571139792
1ey0,10000,5,0.95,5058,1,0.581298917
1ey0,10000,5,0.9,4457,1,0.568962836
1ey0,10000,5,0.85,4003,1,0.588814596
1ey0,10000,5,0.8,3580,1,0.591769035
1ey0,10000,5,0.75,3161,1,0.584538434
1ey0,10000,5,0.7,2695,1,0.578292645
1ey0,10000,3,1,7579,1,0.571139792
1ey0,10000,3,0.95,5058,1,0.581298917
1ey0,10000,3,0.9,4457,1,0.568962836
1ey0,10000,3,0.85,4003,1,0.588814596
1ey0,10000,3,0.8,3580,1,0.591769035
1ey0,10000,3,0.75,3161,1,0.584538434
1ey0,10000,3,0.7,2695,1,0.578292645
1ey0,10000,2,1,7579,1,0.571139792
1ey0,10000,2,0.95,5058,1,0.581298917
1ey0,10000,2,0.9,4457,1,0.568962836
1ey0,10000,2,0.85,4003,1,0.588814596
1ey0,10000,2,0.8,3580,1,0.591769035
1ey0,10000,2,0.75,3161,1,0.584538434
1ey0,10000,2,0.7,2695,1,0.578292645
1ey0,10000,1,1,7579,1,0.571139792
1ey0,10000,1,0.95,5058,1,0.581298917
1ey0,10000,1,0.9,4457,1,0.568962836
1ey0,10000,1,0.85,4003,1,0.588814596
1ey0,10000,1,0.8,3580,1,0.591769035
1ey0,10000,1,0.75,3161,1,0.584538434
1ey0,10000,1,0.7,2695,1,0.578292645
1ey0,10000,0.0001,1,7577,1,0.56162857
1ey0,10000,0.0001,0.95,5056,1,0.568081688
1ey0,10000,0.0001,0.9,4455,1,0.572565179
1ey0,10000,0.0001,0.85,4001,1,0.588944177
1ey0,10000,0.0001,0.8,3578,1,0.582698388
1ey0,10000,0.0001,0.75,3159,1,0.595656456
1ey0,10000,0.0001,0.7,2693,1,0.570699217
1ey0,10000,1.00E-07,1,7577,1,0.56162857
1ey0,10000,1.00E-07,0.95,5056,1,0.568081688
1ey0,10000,1.00E-07,0.9,4455,1,0.572565179
1ey0,10000,1.00E-07,0.85,4001,1,0.588944177
1ey0,10000,1.00E-07,0.8,3578,1,0.582698388
1ey0,10000,1.00E-07,0.75,3159,1,0.595656456
1ey0,10000,1.00E-07,0.7,2693,1,0.570699217
